,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
33,107,146,9,0.0,0.0,1.8888900000000002,1.0074100000000001,2.11111,1.3185200000000001,21.3704,16.7778,29.6667,17.6667,-13.7778,24.8889,-11.1111,29.6667,0.43278599999999995,-2.1649700000000003,1
34,93,236,9,0.11111099999999999,0.0,1.77778,2.6963,2.0,0.933333,12.5185,9.55556,10.7778,17.2222,-8.88889,-5.22222,14.1111,17.2222,0.447247,2.2672,3
35,245,249,9,0.0,0.0,2.0,1.2888899999999999,1.5,0.611111,14.7407,10.7778,15.3333,18.1111,-11.8889,1.77778,10.1111,18.1111,0.40621199999999996,2.74356,3
36,48,173,9,0.0,0.0,1.16667,1.06979,1.44444,1.6420400000000002,19.2222,16.4444,16.4444,24.7778,-8.33333,-8.33333,16.6667,24.7778,0.34965599999999997,2.09956,3
37,239,122,9,0.0,0.0,0.277778,0.0629629,0.333333,0.177778,5.55556,7.0,6.66667,3.0,4.33333,3.33333,-7.66667,7.22222,0.581349,-0.953435,0
38,184,145,9,0.0,0.0,0.9444450000000001,0.490654,1.77778,0.9349190000000001,3.40741,2.33333,5.77778,2.11111,-3.22222,7.111110000000001,-3.88889,5.77778,0.656614,-2.03651,6
39,109,146,9,0.0,0.0,0.055555600000000004,0.13608299999999998,0.055555600000000004,0.13608299999999998,0.037037,0.0,0.11111099999999999,0.0,-0.11111099999999999,0.22222199999999998,-0.11111099999999999,0.11111099999999999,0.11111099999999999,-2.0944,2
40,111,246,9,0.0,0.0,3.16667,2.09497,5.83333,4.113659999999999,25.8889,21.1111,22.4444,34.1111,-14.3333,-10.3333,24.6667,34.1111,0.388973,2.21401,3
41,155,40,9,0.0,0.0,1.8888900000000002,2.07275,0.055555499999999994,0.13608299999999998,1.25926,1.22222,1.55556,1.0,-0.11111099999999999,0.8888889999999999,-0.777778,1.55556,0.116667,-1.5708,6
42,192,157,9,0.0,0.0,1.05556,0.507408,0.777778,0.16296300000000002,18.3333,13.8889,17.2222,23.8889,-13.3333,-3.33333,16.6667,23.8889,0.418184,2.4386200000000002,3
43,209,249,9,0.0,0.0,2.44444,3.62963,2.77778,4.207409999999999,10.5185,7.555560000000001,8.11111,15.8889,-8.88889,-7.22222,16.1111,15.8889,0.533307,2.15678,3
44,118,125,9,0.0,0.0,0.333333,0.298142,0.8888889999999999,0.344265,1.14815,0.0,3.11111,0.333333,-3.44444,5.88889,-2.44444,3.11111,1.0,-2.17565,2
45,43,152,9,0.0,0.0,1.9444400000000002,1.7074099999999999,1.22222,0.82963,1.51852,1.0,2.88889,0.666667,-1.55556,4.11111,-2.55556,2.88889,0.6486770000000001,-1.93324,6
46,247,92,9,0.0,0.0,0.8888889999999999,0.518518,0.44444399999999995,0.118519,12.0741,7.555560000000001,20.5556,8.11111,-13.5556,25.4444,-11.8889,20.5556,0.632127,-2.13785,6
47,63,201,9,0.0,0.0,2.11111,1.7341900000000001,2.5,1.6566400000000001,61.6296,54.8889,76.4444,53.5556,-20.2222,44.4444,-24.2222,76.4444,0.299213,-2.03412,4
48,33,117,9,0.0,0.0,0.277778,0.0185185,0.11111099999999999,0.0296296,1.07407,0.0,3.11111,0.11111099999999999,-3.22222,6.11111,-2.88889,3.11111,1.0,-2.1326400000000003,2
49,118,85,9,0.0,0.0,3.2777800000000004,4.41852,2.27778,6.8185199999999995,8.185189999999999,3.55556,14.8889,6.11111,-13.8889,20.1111,-6.22222,14.8889,0.7741210000000001,-2.3290900000000003,2
50,121,60,9,0.0,0.0,2.27778,2.32963,2.88889,2.87407,26.7407,24.6667,35.2222,20.3333,-6.22222,25.4444,-19.2222,35.2222,0.4223,-1.7761099999999999,0
51,218,115,9,0.0,0.0,0.9444440000000001,0.534027,0.388889,0.38968200000000003,22.963,19.4444,29.4444,20.0,-10.5556,19.4444,-8.88889,29.4444,0.339149,-2.14867,6
52,209,11,9,0.0,0.0,0.833333,0.25555900000000004,2.16667,3.85555,141.556,135.111,150.111,139.444,-19.3333,25.6667,-6.33333,150.111,0.0998358,-2.40159,5
53,55,209,9,0.11111099999999999,0.0,1.83333,1.29529,1.38889,0.9981459999999999,12.5185,10.3333,10.3333,16.8889,-6.555560000000001,-6.555560000000001,13.1111,16.8889,0.407904,2.09922,3
54,50,199,9,0.0,0.0,3.22222,2.97894,5.61111,4.61599,55.6667,49.1111,69.7778,48.1111,-19.6667,42.3333,-22.6667,69.7778,0.31241399999999997,-2.04543,4
55,160,41,9,0.0,0.0,0.833333,0.809664,0.22222199999999998,0.17213299999999998,0.703704,0.555556,1.22222,0.333333,-0.44444399999999995,1.55556,-1.11111,1.22222,0.537037,-1.84512,6
56,142,140,9,0.0,0.0,4.22222,1.29386,1.5,0.722649,26.4444,23.4444,32.3333,23.5556,-9.0,17.6667,-8.66667,32.3333,0.2851,-2.10049,1
57,9,94,9,0.0,0.0,0.611111,0.551852,1.0,0.666664,113.185,106.889,127.556,105.111,-18.8889,43.1111,-24.2222,127.556,0.176789,-2.01531,5
58,108,146,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
59,56,107,9,0.0,0.0,1.11111,0.207407,4.72222,20.1963,49.8148,46.2222,58.3333,44.8889,-10.7778,25.5556,-14.7778,58.3333,0.23045500000000002,-1.99144,1
60,54,176,9,0.0,0.0,2.11111,0.688531,2.66667,2.69155,50.6667,46.0,62.6667,43.3333,-14.0,36.0,-22.0,62.6667,0.308573,-1.9514099999999999,4
61,41,103,9,0.0,0.0,2.44445,3.0963,1.77778,1.49629,61.2593,56.0,73.4444,54.3333,-15.7778,36.5556,-20.7778,73.4444,0.25960700000000003,-2.00292,1
62,67,136,9,0.0,0.0,6.72222,3.70835,2.66667,3.19722,15.5185,9.0,25.3333,12.2222,-19.5556,29.4444,-9.88889,25.3333,0.660813,-2.3075099999999997,2
63,249,58,9,0.0,0.0,1.33333,0.942809,0.277778,0.327731,8.85185,6.0,14.5556,6.0,-8.55556,17.1111,-8.55556,14.5556,0.607768,-2.08534,6
64,90,101,9,0.11111099999999999,0.0,0.8888889999999999,0.385185,1.72222,1.8851900000000001,20.0741,20.3333,25.0,14.8889,0.777778,14.7778,-15.5556,25.0,0.404038,-1.5201200000000001,0
65,180,224,9,0.0,0.0,3.7222199999999996,3.70741,3.61111,5.618519999999999,15.1852,11.6667,13.3333,20.5556,-10.5556,-5.55556,16.1111,20.5556,0.443375,2.29826,3
66,96,13,9,0.0,0.0,0.8333309999999999,0.47778000000000004,0.555557,0.207406,131.778,122.111,144.778,128.444,-29.0,39.0,-10.0,144.778,0.156568,-2.38625,5
67,112,90,9,0.0,0.0,7.388889999999999,6.94556,1.27778,0.879814,65.1852,57.6667,79.7778,58.1111,-22.5556,43.7778,-21.2222,79.7778,0.278345,-2.10881,1
68,215,182,9,0.0,0.0,2.55556,1.4707,2.72222,1.98233,54.1852,48.5556,67.2222,46.7778,-16.8889,39.1111,-22.2222,67.2222,0.30405,-2.00408,4
69,225,58,9,0.0,0.0,0.333334,0.421637,0.444445,0.344265,8.33333,5.55556,14.1111,5.33333,-8.33333,17.3333,-9.0,14.1111,0.622222,-2.0685599999999997,6
70,88,89,9,0.0,0.0,0.777777,0.385185,3.66667,4.04444,22.3333,21.6667,28.4444,16.8889,-2.0,18.3333,-16.3333,28.4444,0.40368699999999996,-1.6255899999999999,0
71,91,120,9,0.0,0.0,1.38889,0.928958,0.611111,0.772202,16.8519,11.2222,25.7778,13.5556,-16.8889,26.7778,-9.88889,25.7778,0.562158,-2.23082,2
72,57,42,9,0.0,0.0,2.33333,0.869226,0.999999,0.699206,37.4444,32.7778,47.7778,31.7778,-14.0,31.0,-17.0,47.7778,0.334662,-2.02955,1
73,211,130,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
74,37,120,9,0.0,0.0,0.833333,0.34444400000000003,1.05556,0.462963,1.92593,0.22222199999999998,4.44444,1.11111,-5.11111,7.555560000000001,-2.44444,4.44444,0.9629629999999999,-2.29808,2
75,54,140,9,0.11111099999999999,0.0,0.722222,0.443053,1.77778,1.04704,8.33333,3.7777800000000004,14.0,7.22222,-13.6667,17.0,-3.33333,14.0,0.73447,-2.44232,2
76,194,72,9,0.0,0.0,1.0,0.399998,1.16667,1.14444,93.4444,79.2222,117.111,84.0,-42.6667,71.0,-28.3333,117.111,0.323421,-2.22578,5
77,86,88,9,0.11111099999999999,0.0,2.05556,1.8851799999999999,1.72222,3.39629,21.1481,21.4444,26.3333,15.6667,0.8888889999999999,15.5556,-16.4444,26.3333,0.405118,-1.5125600000000001,0
78,71,180,9,0.11111099999999999,0.0,1.22222,0.562963,3.0,1.8666599999999998,22.3333,18.3333,21.4444,27.2222,-12.0,-2.66667,14.6667,27.2222,0.327383,2.45383,3
79,127,120,9,0.11111099999999999,0.0,1.66667,0.8444450000000001,3.22222,4.02963,23.6667,22.1111,30.4444,18.4444,-4.66667,20.3333,-15.6667,30.4444,0.394863,-1.76489,0
80,140,124,9,0.0,0.0,1.0,0.444445,1.11111,1.05185,2.51852,0.22222199999999998,6.11111,1.22222,-6.888889999999999,10.7778,-3.88889,6.11111,0.973765,-2.26746,2
81,48,81,9,0.0,0.0,0.611111,0.24074299999999998,0.888891,0.429629,112.926,105.667,128.889,104.22200000000001,-21.7778,47.8889,-26.1111,128.889,0.19308,-2.03349,5
82,14,138,9,0.0,0.0,0.5,0.122222,0.5,0.07777780000000001,4.96296,6.77778,5.44444,2.66667,5.44444,1.44444,-6.888889999999999,6.77778,0.6038359999999999,-0.7228939999999999,0
83,97,130,9,0.0,0.0,0.722222,0.5074069999999999,1.05556,0.685185,5.85185,7.33333,6.888889999999999,3.33333,4.44444,3.11111,-7.555560000000001,7.66667,0.570106,-0.9630479999999999,0
84,110,182,9,0.0,0.0,2.38889,1.7940200000000002,2.55556,1.55873,46.3704,42.6667,56.3333,40.1111,-11.1111,29.8889,-18.7778,56.3333,0.287646,-1.93005,4
85,245,238,9,0.11111099999999999,0.0,1.66667,2.53859,2.33333,2.4404,8.925930000000001,6.33333,6.555560000000001,13.8889,-7.77778,-7.111110000000001,14.8889,13.8889,0.597015,2.12606,3
86,82,138,9,0.0,0.0,0.8888889999999999,0.518518,0.8888889999999999,0.385185,1.40741,0.0,3.7777800000000004,0.44444399999999995,-4.22222,7.111110000000001,-2.88889,3.7777800000000004,1.0,-2.1739599999999997,2
87,132,84,9,0.0,0.0,3.0,1.22927,0.8888889999999999,0.45542,8.88889,7.33333,11.7778,7.555560000000001,-4.66667,8.66667,-4.0,11.7778,0.380483,-2.13694,1
88,235,196,9,0.0,0.0,1.66667,1.33333,2.22222,1.1482700000000001,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.294238,-2.07462,4
89,147,87,9,0.0,0.0,6.83333,6.618989999999999,1.55556,1.6953099999999999,43.3333,37.8889,54.8889,37.2222,-16.3333,34.6667,-18.3333,54.8889,0.319706,-2.05039,1
90,4,210,9,0.0,0.0,4.72222,4.01894,5.72222,2.18497,49.7407,44.2222,62.2222,42.7778,-16.5556,37.4444,-20.8889,62.2222,0.314278,-2.01443,4
91,98,41,9,0.0,0.0,1.72223,0.774073,1.11111,0.8740680000000001,137.148,130.667,147.222,133.556,-19.4444,30.2222,-10.7778,147.222,0.11242100000000001,-2.2685299999999997,5
92,222,114,9,0.0,0.0,0.277778,0.0629629,0.44444399999999995,0.0740741,5.44444,6.11111,7.33333,2.88889,2.0,5.66667,-7.66667,7.33333,0.603175,-1.31453,0
93,122,123,9,0.0,0.0,0.611111,0.37407399999999996,0.5,0.21111100000000002,1.18519,0.0,3.33333,0.22222199999999998,-3.55556,6.44444,-2.88889,3.33333,1.0,-2.14267,2
94,129,157,9,0.0,0.0,2.44444,3.54074,2.22222,1.71852,23.1481,18.2222,32.0,19.2222,-14.7778,26.5556,-11.7778,32.0,0.43023900000000004,-2.1693700000000002,1
95,140,161,9,0.0,0.0,0.277778,0.327731,0.777778,0.620633,15.7407,12.4444,14.3333,20.4444,-9.88889,-4.22222,14.1111,20.4444,0.390957,2.3451299999999997,3
96,175,188,9,0.0,0.0,3.0,2.57337,2.33333,1.2995700000000001,55.7778,49.6667,69.1111,48.5556,-18.3333,40.0,-21.6667,69.1111,0.296294,-2.03967,4
97,192,142,9,0.11111099999999999,0.0,0.5,0.122222,1.5,0.5222220000000001,4.66667,6.77778,4.88889,2.33333,6.33333,0.666667,-7.0,6.77778,0.662037,-0.6048640000000001,0
98,101,72,9,0.0,0.0,2.5,4.74444,1.77778,6.29629,26.4815,23.5556,35.7778,20.1111,-8.77778,27.8889,-19.1111,35.7778,0.436895,-1.8461599999999998,0
99,211,107,9,0.11111099999999999,0.0,2.55556,2.25185,2.05556,2.81852,16.7407,11.7778,25.7778,12.6667,-14.8889,27.1111,-12.2222,25.7778,0.5471729999999999,-2.1594599999999997,6
100,140,125,9,0.0,0.0,0.277778,0.062963,0.666667,0.311111,6.18518,7.33333,7.66667,3.55556,3.44444,4.44444,-7.888889999999999,7.77778,0.545635,-1.12182,0
101,221,107,9,0.0,0.0,1.16667,0.21111100000000002,0.833333,0.34444400000000003,2.22222,0.333333,5.33333,1.0,-5.66667,9.33333,-3.66667,5.33333,0.94709,-2.22635,2
102,168,13,9,0.11111099999999999,0.0,1.33333,0.444445,1.33333,0.400002,130.407,119.667,145.444,126.111,-32.2222,45.1111,-12.8889,145.444,0.17719100000000002,-2.3552400000000002,5
103,200,250,9,0.0,0.0,2.27778,1.42075,1.44444,1.0256,9.22222,6.555560000000001,7.33333,13.7778,-8.0,-5.66667,13.6667,13.7778,0.56339,2.19294,3
104,23,85,9,0.0,0.0,1.44444,1.05185,1.77778,0.9629629999999999,17.963,18.8889,21.8889,13.1111,2.77778,11.7778,-14.5556,21.8889,0.399751,-1.38687,0
105,65,143,9,0.0,0.0,0.333333,0.13333299999999998,0.444445,0.0740741,5.03704,6.555560000000001,5.88889,2.66667,4.55556,2.55556,-7.111110000000001,6.66667,0.595238,-0.907416,0
106,108,128,9,0.0,0.0,7.055560000000001,4.36866,1.66667,1.05409,53.2593,46.3333,67.1111,46.3333,-20.7778,41.5556,-20.7778,67.1111,0.312927,-2.09193,1
107,17,64,9,0.0,0.0,1.44444,1.36296,1.66667,1.42222,18.8889,17.5556,25.1111,14.0,-4.0,18.6667,-14.6667,25.1111,0.441092,-1.75551,0
108,187,134,9,0.11111099999999999,0.0,3.0,2.04445,1.11111,0.385185,26.7037,20.3333,37.4444,22.3333,-19.1111,32.2222,-13.1111,37.4444,0.45775200000000005,-2.2164599999999997,6
109,197,121,9,0.0,0.0,21.6667,17.3628,0.9444440000000001,0.9047209999999999,41.037,37.4444,49.4444,36.2222,-10.7778,25.2222,-14.4444,49.4444,0.280578,-1.99554,1
110,188,42,9,0.0,0.0,0.777779,0.54433,1.66667,1.26491,108.926,95.6667,126.22200000000001,104.889,-39.7778,51.8889,-12.1111,126.22200000000001,0.241934,-2.41039,5
111,99,130,9,0.0,0.0,0.555555,0.45542,0.555555,0.544331,1.37037,0.11111099999999999,3.33333,0.666667,-3.7777800000000004,5.88889,-2.11111,3.33333,0.977778,-2.23903,2
112,95,71,9,0.0,0.0,1.05555,1.08518,2.22222,3.7629599999999996,105.667,96.6667,122.444,97.8889,-27.0,50.3333,-23.3333,122.444,0.21226399999999998,-2.14316,5
113,153,192,9,0.0,0.0,3.38889,1.7815900000000002,7.444439999999999,4.13477,53.4444,47.3333,65.0,48.0,-18.3333,34.6667,-16.3333,65.0,0.272721,-2.1642,4
114,118,167,9,0.11111099999999999,0.0,0.8888889999999999,0.518518,2.05556,0.996296,14.5926,12.8889,13.7778,17.1111,-5.11111,-2.44444,7.555560000000001,17.1111,0.24844899999999998,2.30573,3
115,69,75,9,0.11111099999999999,0.0,2.11111,1.40741,1.5,2.2111099999999997,22.7407,22.0,29.3333,16.8889,-2.22222,19.7778,-17.5556,29.3333,0.423501,-1.64188,0
116,98,119,9,0.22222199999999998,0.0,1.44444,0.518519,2.55556,5.58518,21.5926,21.3333,27.3333,16.1111,-0.777778,17.2222,-16.4444,27.3333,0.408211,-1.5789600000000001,0
117,59,116,9,0.0,0.0,3.0,2.8126700000000002,0.777778,0.45542,21.963,17.8889,29.5556,18.4444,-12.2222,22.7778,-10.5556,29.5556,0.395663,-2.14478,6
118,14,28,9,0.0,0.0,0.555553,0.0740745,1.22222,0.429626,110.48100000000001,97.8889,131.111,102.444,-37.7778,61.8889,-24.1111,131.111,0.253299,-2.23887,5
119,228,42,9,0.11111099999999999,0.0,2.05556,1.55516,4.33333,2.23109,44.5556,39.5556,54.1111,40.0,-15.0,28.6667,-13.6667,54.1111,0.271572,-2.12013,1
120,116,35,9,0.0,0.0,0.833333,0.7817350000000001,0.8888879999999999,0.544333,125.185,113.77799999999999,141.333,120.444,-34.2222,48.4444,-14.2222,141.333,0.194853,-2.3466400000000003,5
121,45,108,9,0.0,0.11111099999999999,25.5,12.7954,27.2778,15.931,49.8148,41.7778,61.1111,46.5556,-24.1111,33.8889,-9.77778,61.1111,0.358975,-2.36049,2
122,127,118,9,0.0,0.0,11.5556,10.23,0.833334,0.6912149999999999,34.3333,30.7778,41.6667,30.5556,-10.6667,22.0,-11.3333,41.6667,0.29394899999999996,-2.07767,1
123,152,220,9,0.0,0.0,0.9444450000000001,0.685185,1.44444,2.16296,14.6296,11.5556,13.1111,19.2222,-9.22222,-4.55556,13.7778,19.2222,0.416705,2.30688,3
124,28,131,9,0.0,0.0,0.22222199999999998,0.074074,0.777778,0.207407,5.18518,6.66667,6.0,2.88889,4.44444,2.44444,-6.888889999999999,6.66667,0.566138,-0.874641,0
125,181,15,9,0.0,0.0,0.8333360000000001,0.21111100000000002,1.44444,1.22963,140.296,133.889,149.556,137.444,-19.2222,27.7778,-8.55556,149.556,0.10463900000000001,-2.3305599999999997,5
126,201,125,9,0.11111099999999999,0.0,1.72222,1.34026,8.55555,5.72583,43.3704,41.6667,49.0,39.4444,-5.11111,16.8889,-11.7778,49.0,0.192484,-1.8405799999999999,1
127,201,125,9,0.0,0.0,1.0,0.44444399999999995,9.94444,103.75200000000001,42.8148,39.1111,51.7778,37.5556,-11.1111,26.8889,-15.7778,51.7778,0.270638,-1.97302,1
128,59,120,9,0.0,0.0,2.16667,1.98606,1.44444,1.8698400000000002,19.0741,10.5556,33.1111,13.5556,-25.5556,42.1111,-16.5556,33.1111,0.681266,-2.23126,2
129,21,64,9,0.0,0.0,16.2778,12.9485,20.2222,17.6291,31.0,24.6667,38.0,30.3333,-19.0,21.0,-2.0,38.0,0.400746,-2.59382,2
130,196,95,9,0.0,0.0,1.72222,1.12382,1.33333,1.26491,7.629630000000001,6.77778,10.7778,5.33333,-2.55556,9.44444,-6.888889999999999,10.7778,0.512566,-1.7492599999999998,6
131,63,19,9,0.0,0.0,2.44444,1.18634,1.44444,0.886106,45.1852,38.0,58.7778,38.7778,-21.5556,40.7778,-19.2222,58.7778,0.355227,-2.13368,1
132,45,108,9,0.0,0.11111099999999999,25.5,12.7954,27.2778,15.931,49.8148,41.7778,61.1111,46.5556,-24.1111,33.8889,-9.77778,61.1111,0.358975,-2.36049,2
133,123,183,9,0.0,0.0,1.11111,0.6518520000000001,6.33333,36.9333,32.2593,29.4444,39.1111,28.2222,-8.44444,20.5556,-12.1111,39.1111,0.266436,-1.9707700000000001,4
134,95,109,9,0.0,0.0,1.0,0.488889,1.9444400000000002,2.72963,17.2593,19.2222,20.0,12.5556,5.88889,8.22222,-14.1111,20.4444,0.384997,-1.1312,0
135,187,89,9,0.0,0.0,3.0,1.60555,1.11111,1.06805,8.44444,6.33333,13.0,6.0,-6.33333,13.6667,-7.33333,13.0,0.548545,-2.04388,6
136,115,111,9,0.0,0.0,0.555556,0.40368699999999996,1.9444400000000002,1.04172,18.037,9.66667,30.1111,14.3333,-25.1111,36.2222,-11.1111,30.1111,0.679513,-2.33332,2
137,108,123,9,0.0,0.0,0.611111,0.24074099999999998,0.666667,0.266667,6.74074,8.22222,8.0,4.0,4.44444,3.7777800000000004,-8.22222,8.44444,0.524471,-0.9857290000000001,0
138,206,61,9,0.0,0.0,0.555555,0.40368699999999996,0.5,0.45946800000000004,7.07407,4.66667,12.2222,4.33333,-7.22222,15.4444,-8.22222,12.2222,0.645891,-2.04872,6
139,34,169,9,0.0,0.0,0.833333,0.505525,1.61111,0.879815,12.8148,10.6667,9.77778,18.0,-6.44444,-9.11111,15.5556,18.0,0.46356899999999995,1.99318,3
140,4,96,9,0.0,0.0,2.22222,2.96296,1.55556,2.25185,3.55556,0.8888889999999999,7.77778,2.0,-8.0,12.6667,-4.66667,7.77778,0.910065,-2.24448,2
